id,type,finish_id,group,dnaScore,flashMode,primary_metric,target,verify,current
dna-bible-monolithic-grad_slate_vortex,monolithic,grad_slate_vortex,Specials,47,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":13,""simFlashScore"":27,""detail"":41,""mRange"":102,""rRange"":148,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_solar_flare,monolithic,grad_solar_flare,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":34,""pinFlashScore"":6,""simFlashScore"":14,""detail"":51,""mRange"":84,""rRange"":161,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_solar_vortex,monolithic,grad_solar_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":28,""pinFlashScore"":6,""simFlashScore"":13,""detail"":36,""mRange"":80,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_steel_forge,monolithic,grad_steel_forge,Specials,46,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":6,""simFlashScore"":26,""detail"":42,""mRange"":55,""rRange"":160,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_storm_front,monolithic,grad_storm_front,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":6,""simFlashScore"":13,""detail"":41,""mRange"":62,""rRange"":169,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_storm_front_diag,monolithic,grad_storm_front_diag,Specials,39,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":25,""pinFlashScore"":5,""simFlashScore"":13,""detail"":32,""mRange"":46,""rRange"":128,""ccRange"":142,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_sunset,monolithic,grad_sunset,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":13,""detail"":39,""mRange"":61,""rRange"":160,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_sunset_diag,monolithic,grad_sunset_diag,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":6,""simFlashScore"":14,""detail"":45,""mRange"":54,""rRange"":170,""ccRange"":178,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_tan_vortex,monolithic,grad_tan_vortex,Specials,46,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":19,""simFlashScore"":15,""detail"":41,""mRange"":105,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_teal_vortex,monolithic,grad_teal_vortex,Specials,45,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":17,""simFlashScore"":13,""detail"":42,""mRange"":101,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_titanium_fire,monolithic,grad_titanium_fire,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":33,""pinFlashScore"":6,""simFlashScore"":13,""detail"":46,""mRange"":97,""rRange"":160,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_titanium_vortex,monolithic,grad_titanium_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":13,""detail"":41,""mRange"":76,""rRange"":150,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_topaz_vortex,monolithic,grad_topaz_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":13,""detail"":41,""mRange"":78,""rRange"":151,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_toxic_waste,monolithic,grad_toxic_waste,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":5,""simFlashScore"":14,""detail"":38,""mRange"":57,""rRange"":152,""ccRange"":178,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_twilight,monolithic,grad_twilight,Specials,46,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":14,""simFlashScore"":13,""detail"":43,""mRange"":93,""rRange"":167,""ccRange"":179,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_twilight_diag,monolithic,grad_twilight_diag,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":27,""pinFlashScore"":5,""simFlashScore"":15,""detail"":37,""mRange"":83,""rRange"":128,""ccRange"":142,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_twilight_h,monolithic,grad_twilight_h,Specials,43,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":13,""detail"":49,""mRange"":60,""rRange"":160,""ccRange"":181,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-grad_ultraviolet,monolithic,grad_ultraviolet,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":14,""detail"":47,""mRange"":74,""rRange"":156,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_violet_vortex,monolithic,grad_violet_vortex,Specials,43,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":30,""pinFlashScore"":6,""simFlashScore"":14,""detail"":42,""mRange"":93,""rRange"":149,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_white_vortex,monolithic,grad_white_vortex,Specials,42,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":29,""pinFlashScore"":6,""simFlashScore"":13,""detail"":39,""mRange"":78,""rRange"":151,""ccRange"":143,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-grad_wine_silk,monolithic,grad_wine_silk,Specials,44,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":6,""simFlashScore"":13,""detail"":47,""mRange"":77,""rRange"":156,""ccRange"":181,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_anodized_gloss,monolithic,gradient_anodized_gloss,Specials,49,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":31,""simFlashScore"":34,""detail"":19,""mRange"":245,""rRange"":90,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_candy_frozen,monolithic,gradient_candy_frozen,Specials,40,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":39,""pinFlashScore"":5,""simFlashScore"":13,""detail"":18,""mRange"":68,""rRange"":155,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_candy_matte,monolithic,gradient_candy_matte,Specials,48,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":51,""pinFlashScore"":7,""simFlashScore"":16,""detail"":18,""mRange"":255,""rRange"":207,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_carbon_chrome,monolithic,gradient_carbon_chrome,Specials,47,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":50,""pinFlashScore"":4,""simFlashScore"":28,""detail"":19,""mRange"":208,""rRange"":83,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_chrome_matte,monolithic,gradient_chrome_matte,Specials,48,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":51,""pinFlashScore"":5,""simFlashScore"":27,""detail"":14,""mRange"":255,""rRange"":210,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_ember_ice,monolithic,gradient_ember_ice,Specials,38,mixed,widen-spec-channel-spectrum,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":42,""pinFlashScore"":4,""simFlashScore"":15,""detail"":20,""mRange"":35,""rRange"":47,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_metallic_satin,monolithic,gradient_metallic_satin,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":31,""pinFlashScore"":36,""simFlashScore"":15,""detail"":16,""mRange"":255,""rRange"":57,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_obsidian_mirror,monolithic,gradient_obsidian_mirror,Specials,40,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":37,""pinFlashScore"":4,""simFlashScore"":17,""detail"":20,""mRange"":137,""rRange"":32,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_pearl_chrome,monolithic,gradient_pearl_chrome,Specials,45,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":48,""pinFlashScore"":5,""simFlashScore"":15,""detail"":25,""mRange"":170,""rRange"":89,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-gradient_spectraflame_void,monolithic,gradient_spectraflame_void,Specials,51,heroBand,rebalance-practical-sim-lighting,"Preserve hero-band visual pop while improving diffuse rig response, crest sharpness, and dark-floor separation.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":49,""pinFlashScore"":28,""simFlashScore"":28,""detail"":14,""mRange"":255,""rRange"":227,""ccRange"":239,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-graveyard,monolithic,graveyard,Specials,55,mixed,sharpen-flash-islands,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":32,""pinFlashScore"":14,""simFlashScore"":64,""detail"":30,""mRange"":218,""rRange"":78,""ccRange"":231,""darkGlossPct"":100,""darkVoidPct"":0}"
dna-bible-monolithic-gravity_well,monolithic,gravity_well,Specials,41,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":37,""pinFlashScore"":40,""simFlashScore"":26,""detail"":2,""mRange"":255,""rRange"":174,""ccRange"":89,""darkGlossPct"":0,""darkVoidPct"":0}"
dna-bible-monolithic-hail_damage,monolithic,hail_damage,Specials,51,mixed,rebalance-practical-sim-lighting,"Improve DNA score, channel range, micro-detail, and sim flash without changing channel semantics.",Regenerate the Live DNA Bible and confirm this row improves without new gradeContext.hardBlockers.,"{""livingScore"":38,""pinFlashScore"":24,""simFlashScore"":26,""detail"":58,""mRange"":158,""rRange"":142,""ccRange"":138,""darkGlossPct"":0,""darkVoidPct"":0}"
